abadon	1Ch 9:36	#H5658	['abdon']
ephratah	Mic 5:2	#H672	['bethlehem']
ephratah	Psa 132:6	#H672	['bethlehem']
ephratah	Rth 4:11	#H672	['bethlehem']
ephrathite	1Ki 11:26	#H673	['ephraim']
eshtaulites	1Ch 2:53	#H847	['eshtaol']
esthaol	Jdg 16:31	#H847	['eshtaol']
esthaol	Jdg 18:2	#H847	['eshtaol']
esthaol	Jdg 18:8	#H847	['eshtaol']
esthaol	Jdg 18:11	#H847	['eshtaol']
ethiopian	2Ch 14:9	#H3568	['cush']
ethiopian	Jer 13:23	#H3568	['cush']
ethiopian	Jer 38:7	#H3568	['cush']
ethiopian	Jer 39:16	#H3568	['cush']
ethiopians	2Ch 12:3	#H3568	['cush']
ethiopians	2Ch 14:12	#H3568	['cush']
ethiopians	2Ch 14:13	#H3568	['cush']
ethiopians	2Ch 16:8	#H3568	['cush']
ethiopians	2Ch 21:16	#H3568	['cush']
ethiopians	2Ki 19:9	#H3568	['cush']
ethiopians	Act 8:27	#H3568	['cush']
ethiopians	Amo 9:7	#H3568	['cush']
ethiopians	Dan 11:43	#H3568	['cush']
ethiopians	Eze 29:10	#H3568	['cush']
ethiopians	Eze 30:5	#H3568	['cush']
ethiopians	Eze 38:5	#H3568	['cush']
ethiopians	Isa 20:3	#H3568	['cush']
ethiopians	Isa 20:5	#H3568	['cush']
ethiopians	Isa 37:9	#H3568	['cush']
ethiopians	Isa 45:14	#H3568	['cush']
ethiopians	Psa 87:4	#H3568	['cush']
ethiopians	Zep 2:12	#H3568	['cush']
eznite	2Sa 23:8	#H6112	['eznites']
gabath	Jos 24:33	#H1390	['gibeah']
gadarenes	Luk 8:26	#G1046	['gerasa']
gadarenes	Luk 8:37	#G1046	['gerasa']
gadarenes	Mar 5:1	#G1046	['gerasa']
gadera	1Ch 4:23	#H1449	['gederah']
galatian	Act 16:6	#G1052	['galatia']
galatian	Act 18:23	#G1052	['galatia']
galatians	Gal 3:1	#G1052	['galatia']
galilean	Act 5:37	#G1057	['galilee']
galilean	Mat 26:69	#G1057	['galilee']
galileans	Act 1:11	#G1057	['galilee']
galileans	Act 2:7	#G1057	['galilee']
galileans	Joh 4:45	#G1057	['galilee']
galileans	Luk 13:1	#G1057	['galilee']
galileans	Luk 13:2	#G1057	['galilee']
gamalli	Num 13:12	#H1582	['gemalli']
gathites	1Sa 5:8	#H1661	['gath']
gathrimmon	Jos 21:25	#H1667	['ibleam']
gazite	Jos 13:3	#H5841	['gaza']
gazites	Jdg 16:2	#H5841	['gaza']
gedeliah	1Ch 25:9	#H1436	['gedaliah']
gederite	1Ch 27:28	#H1451	['gederah']
gedi	1Sa 23:29	#H5872	['engedi']
gedi	1Sa 24:1	#H5872	['engedi']
gergesenes	Mat 8:28	#G1086	['gerasa']
gerson	Gen 46:11	#H1648	['gershon']
geshurite	Jos 12:5	#H1651	['geshur']
geshurite	Jos 13:2	#H1651	['geshur']
geshurite	Jos 13:13	#H1651	['geshur']
gibeathite	1Ch 12:3	#H1395	['gibeah']
gibeonites	2Sa 21:1	#H1393	['gibeon']
gibeonites	2Sa 21:2	#H1393	['gibeon']
gibeonites	2Sa 21:2	#H1393	['gibeon']
gibeonites	2Sa 21:3	#H1393	['gibeon']
gibeonites	2Sa 21:4	#H1393	['gibeon']
gibeonites	2Sa 21:9	#H1393	['gibeon']
giblites	1Ki 5:18	#H1380	['gebal']
gileadite	1Ch 26:31	#H1568	['gilead']
gileadite	1Ki 2:7	#H1568	['gilead']
gileadite	2Sa 17:27	#H1568	['gilead']
gileadite	2Sa 19:31	#H1568	['gilead']
gileadite	Ezr 2:61	#H1568	['gilead']
gileadite	Jdg 10:3	#H1568	['gilead']
gileadite	Jdg 11:40	#H1568	['gilead']
gileadite	Jdg 12:7	#H1568	['gilead']
gileadite	Neh 7:63	#H1568	['gilead']
gilgal	Jos 12:23	#H1537	['galilee']
gittite	1Ch 13:13	#H1663	['gath']
gittite	1Ch 20:5	#H1663	['gath']
gittite	2Sa 6:10	#H1663	['gath']
gittite	2Sa 6:11	#H1663	['gath']
gittite	2Sa 15:19	#H1663	['gath']
gittite	2Sa 15:22	#H1663	['gath']
gittite	2Sa 18:2	#H1663	['gath']
gittite	2Sa 21:19	#H1663	['gath']
gittite	Jos 13:3	#H1663	['gath']
goim	Jos 12:23	#H1471	['goiim']
golon	Deu 4:43	#H1474	['golan']
haareph	1Ch 2:51	#H2780	['hareph']
hagarites	1Ch 5:10	#H1905	['hagri']
hagarites	1Ch 5:19	#H1905	['hagri']
hagarites	1Ch 5:20	#H1905	['hagri']
hagarites	Psa 83:6	#H1905	['hagri']
hagerite	1Ch 27:31	#H1905	['hagri']
haggabah	Ezr 2:45	#H2286	['hagabah']
hagidgad	Num 33:32	#H2735	['hor-haggidgad']
hagidgad	Num 33:33	#H2735	['hor-haggidgad']
harorite	1Ch 11:27	#H2033	['harod']
haruphite	1Ch 12:5	#H2741	['haruphites']
hashabniah	Neh 3:10	#H2813	['hashabneiah']
havoth	Deu 3:14	#H2334	['havvoth-jair']
hazazontamar	2Ch 20:2	#H2688	['engedi']
hazezontamar	Gen 14:7	#H2688	['engedi']
hazrah	2Ch 34:22	#H2745	['harhas']
hemath	1Ch 2:55	#H2575	['hammath']
henah	Isa 37:13	#H2012	['hena']
henoch	1Ch 1:33	#H2585	['hanoch']
hezekiah	1Ch 3:23	#H2396	['hizkiah']
hiroth	Num 33:7	#H6367	['pi-hahiroth']
hiroth	Num 33:8	#H6367	['pi-hahiroth']
hodshi	2Sa 24:6	#H8483	['tahtim-hodshi']
holam	Jos 10:3	#H1944	['hoham']
honam	1Ch 1:39	#H1950	['hemam']
husha	1Ch 4:4	#H2364	['hushah']
hymeneus	1Ti 1:20	#G5211	['hymenaeus']
hymeneus	2Ti 2:17	#G5211	['hymenaeus']
iesshiah	1Ch 24:21	#H3449	['isshiah']
iezraiah	1Ch 7:3	#H3156	['izrahiah']
ijeabarim	Num 21:11	#H5863	['iye-abarim']
ishbi	2Sa 21:16	#H3430	['ishbi-benob']
ishmeelite	1Ch 2:17	#H3459	['ishmael']
ishtob	2Sa 10:8	#H2897	['tob']
ismaelites	Jdg 8:24	#H3458	['ishmael']
israelitish	Lev 24:11	#H3478	['israel']
italic	Act 10:1	#G2482	['italy']
ithma	1Ch 11:46	#H3495	['ithmah']
iturea	Luk 3:1	#G2484	['jetur']
jaazaniah	2Ki 25:23	#H2970	['jezaniah']
jabel	Gen 4:20	#H2989	['jabal']
jabok	Jdg 11:13	#H2999	['jabbok']
jabok	Jdg 11:22	#H2999	['jabbok']
jadaiah	Neh 11:10	#H3048	['jedaiah']
jahaza	Jos 13:18	#H3096	['jahaz']
jarite	2Sa 20:26	#H2971	['jair']
jasanah	Neh 3:6	#H3465	['yeshanah_gate']
jatir	Jos 15:48	#H3492	['jattir']
jebneel	Jos 15:11	#H2995	['jabneel']
jeezerites	Num 26:30	#H373	['abiezer']
jehiel	2Ch 29:14	#H3171	['jehuel']
jehoaikim	Jer 36:28	#H3079	['jehoiakim']
jehoaikim	Jer 36:29	#H3079	['jehoiakim']
jehonathan	1Ch 27:25	#H3083	['jonathan']
jehoram	2Ch 22:5	#H3088	['joram']
jehoram	2Ch 22:5	#H3088	['joram']
jehoram	2Ch 22:7	#H3088	['joram']
jehoram	2Ch 22:7	#H3088	['joram']
jehoram	2Ki 3:1	#H3088	['joram']
jehoram	2Ki 3:6	#H3088	['joram']
jehoram	2Ki 8:28	#H3088	['joram']
jehoram	2Ki 8:28	#H3088	['joram']
jehoram	2Ki 9:14	#H3088	['joram']
jehoram	2Ki 9:14	#H3088	['joram']
jehoram	2Ki 9:15	#H3088	['joram']
jehoram	2Ki 9:16	#H3088	['joram']
jehoram	2Ki 9:16	#H3088	['joram']
jehoram	2Ki 9:17	#H3088	['joram']
jehoram	2Ki 9:21	#H3088	['joram']
jehoram	2Ki 9:21	#H3088	['joram']
jehoram	2Ki 9:22	#H3088	['joram']
jehoram	2Ki 9:23	#H3088	['joram']
jehoram	2Ki 9:24	#H3088	['joram']
jehoram	2Ki 9:29	#H3088	['joram']
jehoshuah	1Ch 7:27	#H3091	['joshua']
jeiel	2Ch 29:13	#H3273	['jeuel']
jeiel	Ezr 8:13	#H3273	['jeuel']
jekabseel	Neh 11:25	#H3343	['jekabzeel']
jered	1Ch 1:2	#H3382	['jared']
jeremoth	1Ch 23:23	#H3406	['jerimoth']
jeremoth	1Ch 25:22	#H3406	['jerimoth']
jerimoth	1Ch 7:8	#H3406	['jeremoth']
jerimuth	Jos 10:5	#H3412	['jarmuth']
jerousha	2Ch 27:1	#H3388	['jerusha']
jesaiah	1Ch 3:21	#H3470	['jeshaiah']
jesaiah	Neh 11:7	#H3470	['jeshaiah']
jeshabeab	1Ch 24:13	#H3428	['jeshebeab']
jeshaiaih	Ezr 8:7	#H3470	['jeshaiah']
jeshua	Ezr 2:2	#H3442	['joshua']
jeshua	Ezr 3:2	#H3442	['joshua']
jeshua	Ezr 3:8	#H3442	['joshua']
jeshua	Ezr 4:3	#H3442	['joshua']
jeshua	Ezr 5:2	#H3442	['joshua']
jeshua	Neh 7:7	#H3442	['joshua']
jeshua	Neh 12:1	#H3442	['joshua']
jeshua	Neh 12:7	#H3442	['joshua']
jeshua	Neh 12:10	#H3442	['joshua']
jeshua	Neh 12:26	#H3442	['joshua']
jesiah	1Ch 23:20	#H3449	['isshiah']
jesimoth	Num 33:49	#H1020	['beth-jeshimoth']
jessiah	1Ch 12:6	#H3449	['isshiah']
jesuites	Num 26:44	#H3440	['ishvi']
jeturites	1Ch 5:19	#H3195	['jetur']
jezreelite	1Ki 21:1	#H3158	['jezreel']
jezreelite	1Ki 21:4	#H3158	['jezreel']
jezreelite	1Ki 21:6	#H3158	['jezreel']
jezreelite	1Ki 21:7	#H3158	['jezreel']
jezreelite	1Ki 21:15	#H3158	['jezreel']
jezreelite	1Ki 21:16	#H3158	['jezreel']
jezreelite	2Ki 9:21	#H3158	['jezreel']
jezreelite	2Ki 9:25	#H3158	['jezreel']
jimnites	Num 26:44	#H3232	['imnah']
jiphthahel	Jos 19:14	#H3317	['iphtahel_valley']
jiphthahel	Jos 19:27	#H3317	['iphtahel_valley']
jobath	Deu 10:7	#H3193	['jotbathah']
jobathah	Num 33:33	#H3193	['jotbathah']
jobathah	Num 33:34	#H3193	['jotbathah']
johahnan	2Ch 17:15	#H3076	['jehohanan']
johanan	Ezr 10:6	#H3076	['jehohanan']
johanan	Neh 6:18	#H3076	['jehohanan']
joram	1Ch 3:11	#H3141	['jehoram']
joram	Mat 1:8	#H3141	['jehoram']
joram	Mat 1:8	#H3141	['jehoram']
jorkoam	1Ch 2:44	#H3421	['jorkeam']
joseph	Luk 3:26	#G2501	['josech']
joses	Act 4:36	#G2500	['barnabas']
joshabbasshebeth	2Sa 23:8	#H3434	['jashobeam']
joshua	Col 4:11	#G2424	['justus']
jozadek	Ezr 3:8	#H3087	['jehozadak']
juda	Luk 3:26	#G2455	['joda']
judah	Ezr 3:9	#H3063	['hodaviah']
judah	Mar 6:3	#G2455	['jude']
kamuel	1Ch 27:17	#H7055	['kemuel']
keila	1Ch 4:19	#H7084	['keilah']
keir	Jer 48:31	#H7024	['kir']
keir	Jer 48:36	#H7024	['kir']
kenez	1Ch 4:13	#H7073	['kenaz']
kenezite	Jos 14:6	#H7073	['kenaz']
kenezite	Jos 14:14	#H7073	['kenaz']
kenizites	Gen 15:19	#H7074	['kenizzites']
kirjatharba	Jdg 1:10	#H7153	['hebron']
kirjatharba	Jos 21:11	#H7153	['hebron']
kirjatharba	Neh 11:25	#H7153	['hebron']
kis	Act 13:21	#H7027	['kish']
korahthite	1Ch 9:31	#H7141	['korah']
korathites	Num 26:58	#H7141	['korah']
korhites	1Ch 12:6	#H7141	['korah']
korhites	1Ch 26:1	#H7141	['korah']
kos	Neh 3:4	#H6976	['hakkoz']
kos	Neh 3:21	#H6976	['hakkoz']
koz	Ezr 2:61	#H6976	['hakkoz']
koz	Neh 7:63	#H6976	['hakkoz']
laadan	1Ch 7:26	#H3936	['ladan']
laadan	1Ch 26:21	#H3936	['libni']
laadan	1Ch 26:21	#H3936	['libni']
ladan	1Ch 23:7	#H3936	['libni']
ladan	1Ch 23:8	#H3936	['libni']
ladan	1Ch 26:21	#H3936	['libni']
lebanon	1Ki 7:2	#H3844	['house_of_the_forest']
lebanon	1Ki 10:17	#H3844	['house_of_the_forest']
lebanon	1Ki 10:21	#H3844	['house_of_the_forest']
lebanon	2Ch 9:16	#H3844	['house_of_the_forest']
lebanon	2Ch 9:20	#H3844	['house_of_the_forest']
lesen	Jos 19:47	#H1835	['dan']
libinites	Num 26:58	#H3845	['libni']
libnath	Jos 19:26	#H7884	['shihor-libnath']
lycaonian	Act 14:11	#G3072	['lycaonia']
maacha	2Ch 11:21	#H4601	['maacah']
maacha	2Ch 11:22	#H4601	['maacah']
maachah	1Ki 2:39	#H4601	['maoch']
macedonian	Act 19:29	#G3110	['macedonia']
macedonian	Act 27:2	#G3110	['macedonia']
macedonians	2Co 9:4	#G3110	['macedonia']
magiddo	1Ch 7:29	#H4023	['megiddo']
magiddo	1Ki 4:12	#H4023	['megiddo']
mahalaleel	Gen 5:12	#H4111	['mahalalel']
mahalaleel	Gen 5:13	#H4111	['mahalalel']
mahalaleel	Gen 5:15	#H4111	['mahalalel']
mahalaleel	Gen 5:16	#H4111	['mahalalel']
mahalaleel	Gen 5:17	#H4111	['mahalalel']
mahalaleel	Neh 11:4	#H4111	['mahalalel']
malchiah	1Ch 6:40	#H4441	['malchijah']
malchiah	Ezr 10:25	#H4441	['malchijah']
malchiah	Ezr 10:31	#H4441	['malchijah']
malchiah	Neh 3:14	#H4441	['malchijah']
malchiah	Neh 3:31	#H4441	['malchijah']
malchiah	Neh 8:4	#H4441	['malchijah']
malchiah	Neh 11:12	#H4441	['malchijah']
manasseh	Jdg 18:30	#H4519	['moses']
manasseh	Num 34:13	#H4519	['moses']
maphaath	Jos 21:37	#H4158	['mephaath']
maraioth	1Ch 6:7	#H4812	['meraioth']
maraioth	Neh 11:11	#H4812	['meraioth']
maraioth	Neh 12:15	#H4812	['meremoth']
masphar	Neh 7:7	#H4558	['mispar']
massai	1Ch 9:12	#H4640	['maasai']
masseiah	1Ch 15:20	#H4641	['maaseiah']
masseiah	Neh 11:7	#H4641	['maaseiah']
mathan	2Ki 11:18	#H4977	['mattan']
mathaniah	Neh 12:35	#H4983	['mattaniah']
matthaniah	Ezr 10:30	#H4983	['mattaniah']
mede	Dan 5:31	#H4074	['media']
mede	Ezr 6:2	#H4074	['media']
meholahite	2Sa 21:8	#H4259	['meholathites']
mekeziz	Jos 18:21	#H6010	['emek-keziz']
melchijah	Neh 12:42	#H4441	['malchijah']
melchiram	1Ch 3:18	#H4443	['malchiram']
melchishua	1Sa 14:49	#H4444	['malchi-shua']
melchishua	1Sa 31:2	#H4444	['malchi-shua']
menahethites	1Ch 2:54	#H4506	['manahath']
meon	Jer 48:23	#H1186	['baal-meon']
meron	Jos 12:20	#H8110	['shimron']
meronothite	Neh 3:7	#H4824	['meronothites']
meshellemiah	1Ch 9:21	#H4920	['meshelemiah']
meshezabeel	Neh 3:4	#H4898	['meshezabel']
meshezabeel	Neh 10:21	#H4898	['meshezabel']
meshezabeel	Neh 11:24	#H4898	['meshezabel']
mesobaite	1Ch 11:47	#H4677	['mezobaites']
methusaela	Gen 4:18	#H4967	['methushael']
methuseleh	Gen 5:22	#H4968	['methuselah']
miamin	Ezr 10:25	#H4326	['mijamin']
miamin	Neh 12:5	#H4326	['mijamin']
micah	1Ch 9:15	#H4318	['mica']
micha	2Sa 9:12	#H4318	['micah']
micha	Neh 11:17	#H4318	['mica']
michal	2Sa 21:8	#H4324	['merab']
midianite	Gen 37:28	#H4080	['midian']
midianite	Num 10:29	#H4080	['midian']
milcha	Gen 11:29	#H4435	['milcah']
milcha	Gen 11:29	#H4435	['milcah']
milcha	Jos 17:3	#H4435	['milcah']
milchah	Num 36:11	#H4435	['milcah']
mithridath	Ezr 4:7	#H4990	['mithredath']
mizpar	Ezr 2:2	#H4558	['mispar']
mizpeh	1Sa 22:3	#H4708	['kir']
mizpeh	Jos 11:3	#H4708	['mizpeh_valley']
mizpeh	Jos 11:8	#H4708	['mizpeh_valley']
mizpha	Jos 13:26	#H7216	['ramoth']
moabite	1Ch 11:46	#H4124	['moab']
moabite	Deu 23:3	#H4124	['moab']
moabite	Ezr 9:1	#H4124	['moab']
moabite	Neh 13:1	#H4124	['moab']
moabite	Rth 1:4	#H4124	['moab']
moabitess	2Ch 24:26	#H4125	['moab']
moabitess	Rth 1:22	#H4125	['moab']
moabitess	Rth 2:2	#H4125	['moab']
moabitess	Rth 2:6	#H4125	['moab']
moabitess	Rth 4:5	#H4125	['moab']
moabitess	Rth 4:10	#H4125	['moab']
moan	1Ch 2:45	#H4584	['maon']
morasthite	Jer 26:18	#H4182	['moresheth']
morasthite	Mic 1:1	#H4182	['moresheth']
naahshon	Exo 6:23	#H5177	['nahshon']
naammah	2Ch 12:13	#H5279	['naamah']
naan	1Ch 4:15	#H5277	['naam']
nabushasban	Jer 39:13	#H5021	['nebushazban']
nachon	2Sa 6:6	#H5225	['nacon']
nahallel	Jos 19:15	#H5096	['nahalol']
nahari	2Sa 23:37	#H5171	['naharai']
namuel	Num 26:9	#H5241	['nemuel']
napheg	2Sa 5:15	#H5298	['nepheg']
napheta	Jos 17:11	#H5316	['dor', 'naphath']
naphuhim	1Ch 1:11	#H5320	['naphtuhim']
nashon	Num 1:7	#H5177	['nahshon']
nashon	Num 2:3	#H5177	['nahshon']
nathaneel	Ezr 10:22	#H5417	['nethanel']
nazarite	Jdg 13:5	#H5139	['nazirites']
nazarite	Jdg 13:7	#H5139	['nazirites']
nazarite	Jdg 16:17	#H5139	['nazirites']
nepishites	1Ch 5:19	#H5305	['naphish']
nergalsharezer	Jer 39:3	#H5371	['nergal-sar-ezer']
netopha	1Ch 27:13	#H5199	['netophah']
netophathi	Neh 12:28	#H5199	['netophah']
netophathites	1Ch 2:54	#H5200	['netophah']
netophathites	1Ch 9:16	#H5200	['netophah']
nodabeans	1Ch 5:19	#H6929	['kedemah']
odollam	1Sa 22:1	#H5725	['adullam']
penuel	1Ki 12:25	#H6439	['peniel']
penuel	Jdg 8:8	#H6439	['peniel']
penuel	Jdg 8:8	#H6439	['peniel']
penuel	Jdg 8:9	#H6439	['peniel']
penuel	Jdg 8:17	#H6439	['peniel']
persian	Dan 6:28	#H6539	['persia']
persian	Neh 12:22	#H6539	['persia']
persians	2Ch 36:22	#H6539	['persia']
persians	2Ch 36:22	#H6539	['persia']
persians	2Ch 36:23	#H6539	['persia']
persians	Dan 5:28	#H6539	['persia']
persians	Dan 6:8	#H6539	['persia']
persians	Dan 6:12	#H6539	['persia']
persians	Dan 6:15	#H6539	['persia']
persians	Dan 8:20	#H6539	['persia']
persians	Dan 10:1	#H6539	['persia']
persians	Dan 10:13	#H6539	['persia']
persians	Dan 10:13	#H6539	['persia']
persians	Dan 10:20	#H6539	['persia']
persians	Est 1:3	#H6539	['persia']
persians	Est 1:14	#H6539	['persia']
persians	Est 1:18	#H6539	['persia']
persians	Est 1:19	#H6539	['persia']
persians	Est 10:2	#H6539	['persia']
persians	Eze 27:10	#H6539	['persia']
persians	Eze 38:5	#H6539	['persia']
persians	Ezr 1:1	#H6539	['persia']
persians	Ezr 1:1	#H6539	['persia']
persians	Ezr 1:2	#H6539	['persia']
persians	Ezr 1:8	#H6539	['persia']
persians	Ezr 3:7	#H6539	['persia']
persians	Ezr 4:3	#H6539	['persia']
persians	Ezr 4:5	#H6539	['persia']
persians	Ezr 4:5	#H6539	['persia']
persians	Ezr 4:7	#H6539	['persia']
persians	Ezr 7:1	#H6539	['persia']
persians	Ezr 9:9	#H6539	['persia']
pharzites	Num 26:20	#H6557	['perez']
phasur	Ezr 10:22	#H6583	['pashhur']
phelethite	1Ch 18:17	#H6432	['pelethites']
philippians	Php 4:15	#G5374	['philippi']
phrygian	Act 16:6	#G5435	['phrygia']
phrygian	Act 18:23	#G5435	['phrygia']
piarathon	1Ch 27:14	#H6552	['pirathon']
pul	Isa 66:19	#H6322	['libya']
raama	1Ch 1:9	#H7484	['raamah']
ramathaim	1Sa 1:1	#H7436	['mizpah']
raphael	1Ch 26:7	#H7501	['rephael']
raphaiah	1Ch 7:2	#H7509	['rephaiah']
raphaiah	1Ch 9:43	#H7509	['raphah']
raphaim	Deu 2:11	#H7497	['rephaim']
raphaim	Deu 2:20	#H7497	['rephaim']
raphaim	Deu 2:20	#H7497	['rephaim']
raphaim	Deu 3:13	#H7497	['rephaim']
raphaim	Gen 15:20	#H7497	['rephaim']
rebecca	Rom 9:10	#H7259	['rebekah']
rechah	1Ch 4:12	#H7397	['recah']
remphan	Act 7:43	#G4481	['rephan']
rephaim	2Sa 23:13	#H7497	['rephaim_valley']
rephaim	Jos 15:8	#H7497	['rephaim_valley']
rogel	2Sa 17:17	#H5883	['en-rogel']
rogel	Jos 15:7	#H5883	['en-rogel']
rogel	Jos 18:16	#H5883	['en-rogel']
romans	Act 2:10	#G4514	['rome']
romans	Act 25:16	#G4514	['rome']
romans	Act 28:17	#G4514	['rome']
romans	Joh 11:48	#G4514	['rome']
ruben	Gen 37:29	#H7205	['reuben']
sabtechah	Gen 10:7	#H5455	['sabteca']
sacar	1Ch 11:35	#H7940	['sharar']
sacar	1Ch 26:4	#H7940	['sachar']
sallai	Neh 12:20	#H5543	['sallu']
salma	1Ch 2:11	#H8007	['salmon']
salma	1Ch 2:11	#H8007	['salmon']
samaritan	Joh 4:9	#G4541	['samaria']
samaritan	Joh 8:48	#G4541	['samaria']
samaritan	Luk 17:16	#G4541	['samaria']
samaritans	2Ki 17:29	#G4541	['samaria']
samaritans	Act 8:25	#G4541	['samaria']
samaritans	Joh 4:9	#G4541	['samaria']
samaritans	Joh 4:39	#G4541	['samaria']
samaritans	Joh 4:40	#G4541	['samaria']
samaritans	Luk 9:52	#G4541	['samaria']
samaritans	Mat 10:5	#G4541	['samaria']
samaritans	Neh 4:2	#G4541	['samaria']
samiah	Gen 36:36	#H8072	['samlah']
samiah	Gen 36:37	#H8072	['samlah']
sanaballat	Neh 2:19	#H5571	['sanballat']
saraiah	Jer 36:26	#H8304	['seraiah']
saraiah	Neh 12:1	#H8304	['seraiah']
saul	Gen 36:37	#H7586	['shaul']
saul	Gen 36:38	#H7586	['shaul']
secheniah	Neh 9:4	#H7645	['shebaniah']
secheniah	Neh 12:14	#H7645	['shebaniah']
secundos	Act 20:4	#G4580	['secundus']
seriah	2Sa 8:17	#H8304	['seraiah']
shaalbonite	1Ch 11:33	#H8170	['shaalbim']
shaalbonite	2Sa 23:32	#H8170	['shaalbim']
shahazinah	Jos 19:22	#H7831	['shahazumah']
shalitha	1Sa 9:4	#H8031	['shalishah']
shamer	1Ch 6:46	#H8106	['shemer']
shamer	1Ch 7:34	#H8106	['shomer']
shammuah	2Sa 5:14	#H8051	['shammua']
sharonite	1Ch 27:29	#H8290	['sharon']
shean	1Ki 4:12	#H1052	['beth-shean']
shearaiah	1Ch 8:38	#H8187	['sheariah']
shechaniah	1Ch 3:21	#H7935	['shecaniah']
shechaniah	1Ch 3:22	#H7935	['shecaniah']
shechaniah	1Ch 24:11	#H7935	['shecaniah']
shechaniah	Ezr 8:3	#H7935	['shecaniah']
shechaniah	Ezr 8:5	#H7935	['shecaniah']
shechaniah	Ezr 10:2	#H7935	['shecaniah']
shechaniah	Neh 3:29	#H7935	['shecaniah']
shechaniah	Neh 6:18	#H7935	['daughter_of_shecaniah', 'shecaniah']
shechaniah	Neh 12:3	#H7935	['shebaniah']
shelomith	1Ch 23:9	#H8019	['shelomoth']
shelomith	1Ch 26:25	#H8019	['shelomoth']
shelomith	1Ch 26:26	#H8019	['shelomoth']
shelomith	1Ch 26:28	#H8019	['shelomoth']
shemei	Ezr 10:23	#H8096	['shimei']
shemei	Num 3:21	#H8096	['shimei']
shemiah	1Ch 9:16	#H8098	['shemaiah']
shemuel	1Ch 6:33	#H8050	['samuel']
sherezar	Zec 7:2	#H8272	['sharezer']
shetharboznai	Ezr 5:3	#H8370	['shethar-bozenai']
shetharboznai	Ezr 5:6	#H8370	['shethar-bozenai']
shetharboznai	Ezr 6:6	#H8370	['shethar-bozenai']
shetharboznai	Ezr 6:13	#H8370	['shethar-bozenai']
sheva	2Sa 20:25	#H7724	['seraiah']
shihon	Jos 19:19	#H7866	['shion']
shimiramoth	1Ch 15:20	#H8070	['shemiramoth']
shiphmi	1Ch 27:27	#H8225	['shiphmites']
shittin	Jos 2:1	#H7851	['shittim']
shittin	Jos 3:1	#H7851	['shittim']
shocho	2Ch 28:18	#H7755	['socoh']
shochoh	1Sa 17:1	#H7755	['socoh']
shochoh	1Sa 17:1	#H7755	['socoh']
shunamite	1Ki 1:15	#H7767	['shunammites']
sidonian	Jdg 3:3	#H6721	['sidon']
sidonians	1Ch 22:4	#H6721	['sidon']
sidonians	1Ki 5:6	#H6721	['sidon']
sidonians	1Ki 11:1	#H6721	['sidon']
sidonians	1Ki 11:5	#H6721	['sidon']
sidonians	1Ki 11:33	#H6721	['sidon']
sidonians	1Ki 16:31	#H6721	['sidon']
sidonians	1Ki 17:9	#H6721	['sidon']
sidonians	2Ki 23:13	#H6721	['sidon']
sidonians	Act 12:20	#H6721	['sidon']
sidonians	Ezr 3:7	#H6721	['sidon']
sidonians	Jdg 10:12	#H6721	['sidon']
sidonians	Jdg 18:7	#H6721	['sidon']
sidonians	Jos 13:4	#H6721	['sidon']
siloah	Neh 3:15	#H7975	['shelah']
simeon	Act 15:14	#G4826	['peter']
sin	Eze 30:15	#H5512	['pelusium']
sin	Eze 30:16	#H5512	['pelusium']
sion	Deu 4:48	#H2768	['hermon_mount']
soccoth	Num 33:5	#H5523	['succoth']
soccoth	Num 33:6	#H5523	['succoth']
socho	1Ch 4:18	#H7755	['soco']
sochoh	1Ki 4:10	#H7755	['socoh']
sodomites	Gen 19:4	#H5467	['sodom']
sopator	Act 20:4	#G4986	['sopater']
suchathites	1Ch 2:55	#H7756	['sucathite']
sushan	Dan 8:2	#H7800	['susa']
syria	1Ch 19:6	#H758	['aram-maacah', 'mesopotamia']
syria	1Ch 19:6	#H758	['aram-maacah', 'mesopotamia']
syria	2Ch 20:2	#H758	['edom']
syria	Gen 28:6	#H758	['paddan']
syria	Gen 28:7	#H758	['paddan']
syria	Gen 33:18	#H758	['paddan']
syria	Gen 35:9	#H758	['paddan']
syria	Gen 35:26	#H758	['paddan']
syria	Gen 46:15	#H758	['paddan']
syria	Gen 48:7	#H758	['paddan']
syria	Hos 12:12	#H758	['paddan']
syria	Jdg 3:8	#H758	['mesopotamia']
syria	Jdg 3:10	#H758	['mesopotamia']
syrian	1Ch 7:14	#H761	['aramitess']
syrian	1Ch 18:5	#H761	['syria']
syrian	1Ch 19:16	#H761	['syria']
syrian	1Ch 19:16	#H761	['syria']
syrian	1Ch 19:18	#H761	['syria']
syrian	1Ki 22:11	#H761	['syria']
syrian	2Ch 18:10	#H761	['syria']
syrian	2Ki 5:20	#H761	['syria']
syrian	2Ki 13:19	#H761	['syria']
syrian	2Sa 10:6	#H761	['syria']
syrian	2Sa 10:6	#H761	['syria']
syrian	2Sa 10:8	#H761	['syria']
syrian	2Sa 10:16	#H761	['syria']
syrian	Gen 25:20	#H761	['paddan']
syrian	Gen 28:5	#H761	['paddan']
syrian	Gen 31:20	#H761	['paddan']
syrian	Gen 31:24	#H761	['paddan']
syrian	Luk 4:27	#H761	['syria']
syrophoenician	Mar 7:26	#G4949	['syria']
tabaoth	Ezr 2:43	#H2884	['tabbaoth']
tachmonite	2Sa 23:8	#H8461	['hachmonites']
